1471.823987	T
-1154.096608	T
-106.926772	T
467.091361	T
-265.004199	T
749.051033	T
1673.667688	T
-939.875487	T
520.554950	T
101.456716	T
-269.426914	T
-696.209967	T
-86.826487	T
-1384.946958	T
447.077390	T
-62.298358	T
-180.396921	T
236.043178	T
75.582998	T
997.791158	T
1259.003101	T
-595.451291	T
524.617083	T
435.622674	T
969.691586	T
883.464626	T
1187.698284	T
-796.095815	T
643.570886	T
691.745857	T
1430.604350	T
1072.304351	T
863.518022	T
-1237.759297	T
947.562780	T
717.873187	T
1821.574785	T
1440.365424	T
-560.297306	T
-895.774984	T
1150.265558	T
-593.953176	T
1058.652787	T
1529.288801	T
-297.149386	T
443.060020	T
287.577830	T
-845.633304	T
-1061.924154	T
1024.803087	T
-14.037513	T
380.150710	T
784.418016	T
-790.871837	T
-818.874498	T
692.668609	T
234.017058	T
294.070289	T
704.982456	T
-894.692777	T
-972.303327	T
673.606866	T
596.839475	T
67.104717	T
109.436492	T
-832.957524	T
-668.608843	T
348.865254	T
1052.105996	T
-37.149373	T
-136.566781	T
703.755453	T
-603.976723	T
244.959689	T
420.889934	T
-424.154923	T
-135.634549	T
881.889736	T
-845.420025	T
-306.015540	T
908.387557	T
-930.132062	T
-23.908049	T
1037.229324	T
-767.791013	T
-174.176620	T
1416.141741	T
-1147.613983	T
-119.547890	T
528.437032	T
-685.392688	T
-657.880623	T
886.058855	T
-800.976575	T
-484.325099	T
870.707923	T
-813.952412	T
-349.603598	T
657.869579	T
-401.845653	T
-1065.355246	T
591.098290	T
-877.993210	T
-280.296977	T
483.439096	T
-363.393580	T
1161.558661	T
909.889640	T
-589.410877	T
-444.200043	T
401.176032	T
-247.377087	T
955.523458	T
823.174333	T
-852.495389	T
-532.946987	T
-239.615894	T
105.278300	T
513.055290	T
697.071152	T
-996.787891	T
-471.941172	T
-287.591010	T
437.040633	T
773.514630	T
888.266531	T
-943.715542	T
-813.920884	T
-1168.672388	T
955.499310	T
220.959793	T
-700.330065	T
-987.211957	T
-855.678639	T
-1187.457988	T
788.751313	T
-358.452876	T
-606.503963	T
-966.725260	T
-915.250305	T
-781.079617	T
1011.960126	T
-424.907879	T
-805.134964	T
-1283.345243	T
-467.787629	T
-735.946570	T
296.202310	T
-636.003232	T
-776.340594	T
-1399.631183	T
-965.160557	T
-567.035960	T
479.232143	T
-384.607217	T
-519.724944	T
-1294.018937	T
-1130.816111	T
104.651908	T
139.385169	T
-736.189031	T
-651.082244	T
-1365.956709	T
-765.828783	T
128.549878	T
307.413215	T
-836.513557	T
-630.931854	T
877.665002	T
-836.076654	T
160.437233	T
271.046275	T
-408.893608	T
-588.955544	T
1621.339599	T
-700.381507	T
567.399536	T
1057.187901	T
-962.233283	T
-771.293410	T
928.668476	T
-819.063949	T
668.195738	T
1188.560453	T
-461.481241	T
-758.632036	T
1412.730374	T
-1337.125572	T
181.812832	T
831.985728	T
-907.999572	T
-767.556733	T
1414.596522	T
-1108.986276	T
127.947606	T
691.605733	T
-640.395096	T
-873.365167	T
1275.450500	T
839.856330	T
3.552443	T
502.659483	T
-372.012758	T
-430.271227	T
1350.584793	T
938.835309	T
190.363226	T
236.734590	T
-729.802807	T
-810.796446	T
1167.033172	T
668.659558	T
735.551118	T
743.536265	T
-369.081543	T
-732.378719	T
1496.827285	T
1136.412632	T
222.073271	T
259.654821	T
-601.285931	T
-963.129683	T
1019.757942	T
650.433776	T
72.176131	T
59.497611	T
-803.184713	T
-474.715124	T
1496.525877	T
854.849777	T
561.375951	T
61.090433	T
-792.162103	T
-441.962050	T
1553.039829	T
1347.836671	T
782.301042	T
425.412745	T
-1158.476875	T
-929.236063	T
1580.191154	T
987.567826	T
719.596642	T
39.500962	T
-977.010642	T
-725.161534	T
1339.528055	T
1053.229279	T
605.872881	T
312.546236	T
-1083.787082	T
633.827635	T
1417.448211	T
1121.037409	T
626.022601	T
150.789688	T
740.232858	T
709.352183	T
1392.628567	T
1071.094789	T
1115.348312	T
683.538078	T
875.629636	T
805.824938	T
1497.613102	T
1420.699709	T
590.112750	T
491.457661	T
574.246140	T
656.887686	T
1777.856442	T
1089.137453	T
750.795643	T
443.970185	T
851.565840	T
762.055729	T
1431.998718	T
1166.814903	T
-1081.054361	T
537.864239	T
1086.814267	T
543.432668	T
1410.612572	T
1160.076001	T
-1132.436537	T
-245.768043	T
968.438234	T
861.117442	T
-1607.763908	T
1336.405847	T
-564.392739	T
-532.144773	T
900.760888	T
900.674228	T
-1550.700588	T
1058.136088	T
-871.276693	T
-542.141354	T
775.820787	T
722.679303	T
-1305.353688	T
1146.121085	T
-1072.338569	T
-687.851443	T
1204.326854	T
516.411821	T
-1293.109146	T
1278.807423	T
-1022.113173	T
-533.238024	T
1088.305481	T
609.459906	T
-1349.228594	T
1166.439819	T
-1257.481383	T
-627.251847	T
925.309488	T
461.768001	T
-1321.092608	T
-1253.399928	T
-677.887108	T
-495.781269	T
1160.755909	T
600.777135	T
-1259.045201	T
-998.883673	T
-1010.355613	T
-726.393185	T
971.639535	T
680.048423	T
-1538.992120	T
-1288.236230	T
-1129.461975	T
-628.718805	T
883.493231	T
839.482741	T
-1432.250094	T
-1471.405512	T
-1218.871004	T
-922.425945	T
1081.212860	T
490.218877	T
-1411.287113	T
-1464.857762	T
-1142.575226	T
-919.696224	T
1149.770034	T
659.177957	T
-1598.944188	T
-1090.094635	T
-893.582805	T
-831.264775	T
801.691133	T
-564.471759	T
-1518.262698	T
-1388.321419	T
-1196.591192	T
-889.576883	T
1020.089155	T
-575.550238	T
-1977.730119	T
-1201.686704	T
-923.494500	T
-517.349390	T
936.258854	T
-171.883132	T
-1343.569749	T
-948.991415	T
-1066.258140	T
-925.276123	T
801.388221	T
573.341009	T
-1351.384515	T
555.826690	T
-1264.242542	T
-954.829503	T
-882.246793	T
912.099926	T
-1659.695142	T
400.293486	T
-1203.940964	T
-1007.013368	T
-732.295455	T
611.917231	T
-1667.690502	T
716.078463	T
-1127.481002	T
-1051.706202	T
-979.548417	T
839.753739	T
-1601.266056	T
1208.988696	T
-1124.110005	T
-1077.461625	T
-894.294373	T
-367.068251	T
-1960.951064	T
1438.469910	T
970.072711	T
-1118.079523	T
-879.665565	T
554.404083	T
-1285.057489	T
1347.062425	T
975.766603	T
607.535022	T
-523.674113	T
-437.809918	T
1658.044855	T
903.066443	T
1233.623736	T
998.828892	T
698.769406	T
-165.291162	T
1741.963326	T
1000.388065	T
1170.214873	T
1112.994028	T
742.508932	T
-193.804227	T
1735.121759	T
1115.122963	T
1188.885453	T
1136.449454	T
1016.126264	T
-466.798164	T
1737.975142	T
1294.592247	T
1208.944311	T
1239.612732	T
735.453430	T
-624.769781	T
1437.753045	T
1156.695962	T
1116.846648	T
963.837487	T
1099.726101	T
-501.900746	T
1714.183632	T
-1292.069754	T
1256.875283	T
820.022934	T
1215.154562	T
-778.323056	T
1849.828556	T
-1182.773486	T
1357.034774	T
793.673431	T
1233.278585	T
-770.754763	T
1639.698985	T
-1183.623865	T
983.304340	T
1008.215353	T
1081.105419	T
-867.558829	T
1799.583329	T
-1264.794094	T
-1361.368924	T
1113.633984	T
1285.359103	T
-759.212743	T
1298.961441	T
-1084.549487	T
-1054.267670	T
-787.444028	T
886.459869	T
-508.005772	T
-1532.172661	T
-1408.172928	T
-930.223476	T
-1422.954657	T
874.401478	T
-466.360454	T
-1560.292967	T
-1158.326511	T
-1114.142837	T
-823.757549	T
990.850695	T
-694.182883	T
-1589.884027	T
-773.054754	T
-1493.020588	T
-1191.480220	T
1123.102074	T
-737.023384	T
-1515.061916	T
-1131.306158	T
-1092.268031	T
-1122.595051	T
1089.198043	T
553.191995	T
-1694.741825	T
-1039.886626	T
-1362.204253	T
-1213.700284	T
-921.920439	T
706.189545	T
-1385.701175	T
1141.219297	T
-1231.382423	T
-938.815658	T
-1025.609219	T
678.281274	T
-1699.019949	T
1397.264064	T
-1308.190791	T
-1170.270093	T
-812.823867	T
730.015648	T
-1792.935184	T
1098.108855	T
-969.144235	T
-1124.860489	T
-1056.762285	T
471.950132	T
-1621.160764	T
1209.247922	T
1283.553656	T
-975.603335	T
-806.532620	T
1062.978079	T
-1497.860881	T
869.962224	T
1286.310727	T
1214.854151	T
-901.791980	T
596.100035	T
1506.559692	T
1242.753881	T
